entity_id;name;area;device;state;unit
sensor.0xb48931fffe3d5ea7_linkquality;Linkquality;terrace;sonoff_th_05;not_loaded;
sensor.0xecf64cfffef26a00_linkquality;Linkquality;laundry_room;ikea_plug_01;not_loaded;
sensor.0xf044d3fffe0804ac_linkquality;Linkquality;bathroom;sonoff_th_08;not_loaded;
sensor.aktuelles_wetter;ePaper Weather Actual;;;"partlycloudy;21,2;70;1017,2;15,8";
sensor.anker_solarbank_01_ac_output_power;anker_solarbank_01 AC Hausabgabe;terrace;anker_solarbank_01;26;W
sensor.anker_solarbank_01_ac_socket_power;anker_solarbank_01 AC Steckdose;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_battery_energy;anker_solarbank_01 Akkuenergie;terrace;anker_solarbank_01;537;Wh
sensor.anker_solarbank_01_battery_level;anker_solarbank_01 Ladestand;terrace;anker_solarbank_01;10;%
sensor.anker_solarbank_01_battery_power;anker_solarbank_01 Akkuleistung;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_charge_power;anker_solarbank_01 Aufladeleistung;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_cloud_state;anker_solarbank_01 Cloud Zustand;terrace;anker_solarbank_01;online;
sensor.anker_solarbank_01_dc_output_power;anker_solarbank_01 DC Ausgangsleistung;terrace;anker_solarbank_01;26;W
sensor.anker_solarbank_01_discharge_power;anker_solarbank_01 Entladeleistung;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_error_code;anker_solarbank_01 Fehlercode;terrace;anker_solarbank_01;0;
sensor.anker_solarbank_01_expansion_batteries;anker_solarbank_01 Erweiterungsakkus;terrace;anker_solarbank_01;1;
sensor.anker_solarbank_01_grid_charge_power;anker_solarbank_01 Netzaufladung;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_heater_power;anker_solarbank_01 Heizleistung;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_operation_state;anker_solarbank_01 Betriebszustand;terrace;anker_solarbank_01;bypass;
sensor.anker_solarbank_01_output_preset;anker_solarbank_01 Einspeisevorgabe;terrace;anker_solarbank_01;0;W
sensor.anker_solarbank_01_solar_power;anker_solarbank_01 Solarleistung;terrace;anker_solarbank_01;26;W
sensor.anker_solarbank_01_solar_pv1;anker_solarbank_01 Solar PV1;terrace;anker_solarbank_01;8;W
sensor.anker_solarbank_01_solar_pv2;anker_solarbank_01 Solar PV2;terrace;anker_solarbank_01;7;W
sensor.anker_solarbank_01_solar_pv3;anker_solarbank_01 Solar PV3;terrace;anker_solarbank_01;6;W
sensor.anker_solarbank_01_solar_pv4;anker_solarbank_01 Solar PV4;terrace;anker_solarbank_01;5;W
sensor.anker_solix_home_demand;anker_solix Hausbedarf;virtual;anker_solix;439;W
sensor.anker_solix_sb_battery_level;anker_solix SB Ladestand;virtual;anker_solix;10.0;%
sensor.anker_solix_sb_battery_power;anker_solix SB Akkuleistung;virtual;anker_solix;0;W
sensor.anker_solix_sb_output_power;anker_solix SB Einspeiseleistung;virtual;anker_solix;26.00;W
sensor.anker_solix_sb_solar_power;anker_solix SB Solarleistung;virtual;anker_solix;26;W
sensor.anker_solix_solar_energy_total;anker_solix Ertrag gesamt;virtual;anker_solix;971.10;kWh
sensor.anna_room_humidity;sonoff_th_07 Luftfeuchtigkeit;anna_room;sonoff_th_07;49.3;%
sensor.anna_room_temperature;sonoff_th_07 Temperatur;anna_room;sonoff_th_07;26.3;°C
sensor.backup_backup_manager_state;Backup Backup-Manager-Zustand;;Backup;idle;
sensor.backup_last_attempted_automatic_backup;Backup Letztes versuchtes automatisches Backup;;Backup;unknown;
sensor.backup_last_successful_automatic_backup;Backup Letztes erfolgreiches automatisches Backup;;Backup;unknown;
sensor.backup_next_scheduled_automatic_backup;Backup Nächstes geplantes automatisches Backup;;Backup;unknown;
sensor.bathroom_humidity;sonoff_th_08 Luftfeuchtigkeit;bathroom;sonoff_th_08;46.8;%
sensor.bathroom_temperature;sonoff_th_08 Temperatur;bathroom;sonoff_th_08;28;°C
sensor.bathroom_window_north_tilt_angle;shelly_dw_03 Drehung;bathroom;shelly_dw_03;0.0;°
sensor.bedroom_absolute_humidity;Bedroom Absolute Humidity;;;11.99;g/m³
sensor.bedroom_dew_point;Bedroom Dew Point;;;14.5;°C
sensor.bedroom_humidity;sonoff_th_01 Luftfeuchtigkeit;bedroom;sonoff_th_01;52.5;%
sensor.bedroom_temperature;sonoff_th_01 Temperatur;bedroom;sonoff_th_01;24.9;°C
sensor.bedroom_wall_surface_humidity;Bedroom Wall Surface Humidity;;;54.7;%
sensor.bedroom_wall_surface_humidity_24h;bedroom_wall_surface_humidity_24h;;;51.49;%
sensor.bedroom_wall_temperature;Bedroom Wall Temperature;;;24.2;°C
sensor.bedroom_window_north_tilt_angle;shelly_dw_01 Drehung;bedroom;shelly_dw_01;0.0;°
sensor.bedroom_xiaomi_airfilter_01_filter_nutzungsdauer;xiaomi_airpurifier_01 Filter-Nutzungsdauer;bedroom;xiaomi_airpurifier_01;61;h
sensor.bedroom_xiaomi_airfilter_01_filter_restkapazitat;xiaomi_airpurifier_01 Filter-Restkapazität;bedroom;xiaomi_airpurifier_01;78;%
sensor.bedroom_xiaomi_airfilter_01_filter_restlebensdauer;xiaomi_airpurifier_01 Filter-Restlebensdauer;bedroom;xiaomi_airpurifier_01;230;d
sensor.bedroom_xiaomi_airfilter_01_luftfeuchtigkeit;xiaomi_airpurifier_01 Luftfeuchtigkeit;bedroom;xiaomi_airpurifier_01;56;%
sensor.bedroom_xiaomi_airfilter_01_motordrehzahl;xiaomi_airpurifier_01 Motordrehzahl;bedroom;xiaomi_airpurifier_01;432;rpm
sensor.bedroom_xiaomi_airfilter_01_pm25;xiaomi_airpurifier_01 PM2,5;bedroom;xiaomi_airpurifier_01;3;μg/m³
sensor.bedroom_xiaomi_airfilter_01_temperatur;xiaomi_airpurifier_01 Temperatur;bedroom;xiaomi_airpurifier_01;22;°C
sensor.boiler_room_synology_ds225_01_cpu_auslastung_benutzer;synology_ds225_01 CPU-Auslastung (Benutzer);boiler_room;synology_ds225_01;0;%
sensor.boiler_room_synology_ds225_01_cpu_auslastung_gesamt;synology_ds225_01 CPU-Auslastung (gesamt);boiler_room;synology_ds225_01;2;%
sensor.boiler_room_synology_ds225_01_download_durchsatz;synology_ds225_01 Download-Durchsatz;boiler_room;synology_ds225_01;0.846;kB/s
sensor.boiler_room_synology_ds225_01_drive1_status;synology_ds225_01_drive1 Status;boiler_room;synology_ds225_01_drive1;normal;
sensor.boiler_room_synology_ds225_01_drive1_temperatur;synology_ds225_01_drive1 Temperatur;boiler_room;synology_ds225_01_drive1;39;°C
sensor.boiler_room_synology_ds225_01_drive2_status;synology_ds225_01_drive2 Status;boiler_room;synology_ds225_01_drive2;normal;
sensor.boiler_room_synology_ds225_01_drive2_temperatur;synology_ds225_01_drive2 Temperatur;boiler_room;synology_ds225_01_drive2;41;°C
sensor.boiler_room_synology_ds225_01_durchschnittliche_cpu_last_15_min;synology_ds225_01 Durchschnittliche CPU-Last (15 min);boiler_room;synology_ds225_01;1.19;load
sensor.boiler_room_synology_ds225_01_durchschnittliche_cpu_last_5_min;synology_ds225_01 Durchschnittliche CPU-Last (5 min);boiler_room;synology_ds225_01;1.27;load
sensor.boiler_room_synology_ds225_01_speicher_gesamt_real;synology_ds225_01 Speicher gesamt (real);boiler_room;synology_ds225_01;10181.95968;MB
sensor.boiler_room_synology_ds225_01_speicher_gesamt_swap;synology_ds225_01 Speicher gesamt (Swap);boiler_room;synology_ds225_01;2147.414016;MB
sensor.boiler_room_synology_ds225_01_speicher_verfugbar_real;synology_ds225_01 Speicher verfügbar (real);boiler_room;synology_ds225_01;852.586496;MB
sensor.boiler_room_synology_ds225_01_speicher_verfugbar_swap;synology_ds225_01 Speicher verfügbar (Swap);boiler_room;synology_ds225_01;540.778496;MB
sensor.boiler_room_synology_ds225_01_speichernutzung_real;synology_ds225_01 Speichernutzung (real);boiler_room;synology_ds225_01;15;%
sensor.boiler_room_synology_ds225_01_temperatur;synology_ds225_01 Temperatur;boiler_room;synology_ds225_01;45;°C
sensor.boiler_room_synology_ds225_01_upload_durchsatz;synology_ds225_01 Upload-Durchsatz;boiler_room;synology_ds225_01;0.884;kB/s
sensor.boiler_room_synology_ds225_01_volume1_belegter_speicherplatz;synology_ds225_01_volume1 Belegter Speicherplatz;boiler_room;synology_ds225_01_volume1;5.266590507008;TB
sensor.boiler_room_synology_ds225_01_volume1_durchschnittliche_festplattentemperatur;synology_ds225_01_volume1 Durchschnittliche Festplattentemperatur;boiler_room;synology_ds225_01_volume1;40.0;°C
sensor.boiler_room_synology_ds225_01_volume1_status;synology_ds225_01_volume1 Status;boiler_room;synology_ds225_01_volume1;has_acceptable_disk;
sensor.boiler_room_synology_ds225_01_volume1_volume_nutzung;synology_ds225_01_volume1 Volume-Nutzung;boiler_room;synology_ds225_01_volume1;54.9;%
sensor.bthome_sensor_3e90_packet_id;Paket-ID;bedroom;shelly_dw_01;not_loaded;
sensor.bthome_sensor_3e90_signal_strength;Signalstärke;bedroom;shelly_dw_01;not_loaded;
sensor.bthome_sensor_a510_packet_id;Paket-ID;bathroom;shelly_dw_03;not_loaded;
sensor.bthome_sensor_a510_signal_strength;Signalstärke;bathroom;shelly_dw_03;not_loaded;
sensor.bthome_sensor_aeac_beleuchtungsstarke;shelly_dw_05 Beleuchtungsstärke;anna_room;shelly_dw_05;23.0;lx
sensor.bthome_sensor_aeac_drehung;shelly_dw_05 Drehung;anna_room;shelly_dw_05;0.0;°
sensor.bthome_sensor_aeac_packet_id;Paket-ID;anna_room;shelly_dw_05;not_loaded;
sensor.bthome_sensor_aeac_signal_strength;Signalstärke;anna_room;shelly_dw_05;not_loaded;
sensor.bthome_sensor_f2ba_beleuchtungsstarke;shelly_dw_04 Beleuchtungsstärke;lea_room;shelly_dw_04;21.0;lx
sensor.bthome_sensor_f2ba_drehung;shelly_dw_04 Drehung;lea_room;shelly_dw_04;0.0;°
sensor.bthome_sensor_f2ba_packet_id;Paket-ID;lea_room;shelly_dw_04;not_loaded;
sensor.bthome_sensor_f2ba_signal_strength;Signalstärke;lea_room;shelly_dw_04;not_loaded;
sensor.bthome_sensor_f3b0_beleuchtungsstarke;shelly_dw_06 Beleuchtungsstärke;anna_room;shelly_dw_06;54.0;lx
sensor.bthome_sensor_f3b0_packet_id;Paket-ID;anna_room;shelly_dw_06;not_loaded;
sensor.bthome_sensor_f3b0_signal_strength;Signalstärke;anna_room;shelly_dw_06;not_loaded;
sensor.bthome_sensor_fae8_beleuchtungsstarke;shelly_dw_02 Beleuchtungsstärke;toilet;shelly_dw_02;11.0;lx
sensor.bthome_sensor_fae8_drehung;shelly_dw_02 Drehung;toilet;shelly_dw_02;0.0;°
sensor.bthome_sensor_fae8_packet_id;Paket-ID;toilet;shelly_dw_02;not_loaded;
sensor.bthome_sensor_fae8_signal_strength;Signalstärke;toilet;shelly_dw_02;not_loaded;
sensor.epaper_humidity_delta;ePaper Humidity Delta;;;0.6;g/m³
sensor.epaper_humidity_inside;ePaper Humidity Inside;;;49.4;
sensor.epaper_humidity_outside;ePaper Humidity Outside;;;62;
sensor.epaper_mold_alert;ePaper Mold Alert;;;OK;
sensor.epaper_sunrise;ePaper Sunrise;;;04:47;
sensor.epaper_sunset;ePaper Sunset;;;22:17;
sensor.epaper_temperature_inside;ePaper Temperature Inside;;;25,2;
sensor.epaper_temperature_outside_2;ePaper Temperature Outside;;;20,3;
sensor.epaper_ventilation_advice;ePaper Ventilation Advice;;;living_room,bedroom,storage_room;
sensor.epaper_weather_forecast;ePaper Weather Forecast;;;"Tue;partlycloudy;30,9;21,2;Wed;partlycloudy;28,9;18,3;Thu;sunny;30,5;17,4;Fri;partlycloudy;27,8;19,7;Sat;sunny;24,7;18,2";
sensor.esp32_walltemp_01_temperature;esp32_walltemp_01 Wand Temperatur Sensor;living_room;esp32_walltemp_01;23.75;°C
sensor.esphome_device_builder_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;ESPHome Device Builder;not_loaded;
sensor.esphome_device_builder_cpu_prozent;CPU Prozent;;ESPHome Device Builder;not_loaded;
sensor.esphome_device_builder_neueste_version;Neueste Version;;ESPHome Device Builder;not_loaded;
sensor.esphome_device_builder_version;Version;;ESPHome Device Builder;not_loaded;
sensor.forecast_next_days;Forecast next days;;;partlycloudy;
sensor.garden_north_humidity;sonoff_th_03 Luftfeuchtigkeit;garden_north;sonoff_th_03;66;%
sensor.garden_north_temperature;sonoff_th_03 Temperatur;garden_north;sonoff_th_03;20.3;°C
sensor.handy_claudia_accent_color;Accent color;;handy-claudia;not_loaded;
sensor.handy_claudia_active_calories_burned;Active calories burned;;handy-claudia;not_loaded;
sensor.handy_claudia_app_importance;App importance;;handy-claudia;not_loaded;
sensor.handy_claudia_app_memory;App memory;;handy-claudia;not_loaded;
sensor.handy_claudia_app_rx_gb;App Rx GB;;handy-claudia;not_loaded;
sensor.handy_claudia_app_standby_bucket;App standby bucket;;handy-claudia;not_loaded;
sensor.handy_claudia_app_tx_gb;App Tx GB;;handy-claudia;not_loaded;
sensor.handy_claudia_audio_mode;Audio mode;;handy-claudia;not_loaded;
sensor.handy_claudia_basal_body_temperature;Basal body temperature;;handy-claudia;not_loaded;
sensor.handy_claudia_basal_metabolic_rate;Basal metabolic rate;;handy-claudia;not_loaded;
sensor.handy_claudia_battery_cycle_count;Battery cycle count;;handy-claudia;not_loaded;
sensor.handy_claudia_battery_health;Battery health;;handy-claudia;not_loaded;
sensor.handy_claudia_battery_level;handy-claudia Battery level;;handy-claudia;100;%
sensor.handy_claudia_battery_power;Battery power;;handy-claudia;not_loaded;
sensor.handy_claudia_battery_state;handy-claudia Battery state;;handy-claudia;discharging;
sensor.handy_claudia_battery_temperature;Battery temperature;;handy-claudia;not_loaded;
sensor.handy_claudia_beacon_monitor;Beacon monitor;;handy-claudia;not_loaded;
sensor.handy_claudia_ble_transmitter;BLE transmitter;;handy-claudia;not_loaded;
sensor.handy_claudia_blood_glucose;Blood glucose;;handy-claudia;not_loaded;
sensor.handy_claudia_bluetooth_connection;Bluetooth connection;;handy-claudia;not_loaded;
sensor.handy_claudia_body_fat;Body fat;;handy-claudia;not_loaded;
sensor.handy_claudia_body_temperature;Body temperature;;handy-claudia;not_loaded;
sensor.handy_claudia_body_water_mass;Body water mass;;handy-claudia;not_loaded;
sensor.handy_claudia_bone_mass;Bone mass;;handy-claudia;not_loaded;
sensor.handy_claudia_car_battery;Car battery;;handy-claudia;not_loaded;
sensor.handy_claudia_car_charging_status;Car charging status;;handy-claudia;not_loaded;
sensor.handy_claudia_car_ev_connector_type;Car EV connector type;;handy-claudia;not_loaded;
sensor.handy_claudia_car_fuel;Car fuel;;handy-claudia;not_loaded;
sensor.handy_claudia_car_fuel_type;Car fuel type;;handy-claudia;not_loaded;
sensor.handy_claudia_car_name;Car name;;handy-claudia;not_loaded;
sensor.handy_claudia_car_odometer;Car odometer;;handy-claudia;not_loaded;
sensor.handy_claudia_car_range_remaining;Car range remaining;;handy-claudia;not_loaded;
sensor.handy_claudia_car_speed;Car speed;;handy-claudia;not_loaded;
sensor.handy_claudia_charger_type;handy-claudia Charger type;;handy-claudia;none;
sensor.handy_claudia_current_time_zone;Current time zone;;handy-claudia;not_loaded;
sensor.handy_claudia_current_version;Current version;;handy-claudia;not_loaded;
sensor.handy_claudia_daily_distance;Daily distance;;handy-claudia;not_loaded;
sensor.handy_claudia_daily_elevation_gained;Daily elevation gained;;handy-claudia;not_loaded;
sensor.handy_claudia_daily_floors;Daily floors;;handy-claudia;not_loaded;
sensor.handy_claudia_daily_hydration;Daily hydration;;handy-claudia;not_loaded;
sensor.handy_claudia_daily_steps;Daily steps;;handy-claudia;not_loaded;
sensor.handy_claudia_data_network_type_sim_1;Data network type (SIM 1);;handy-claudia;not_loaded;
sensor.handy_claudia_data_network_type_sim_2;Data network type (SIM 2);;handy-claudia;not_loaded;
sensor.handy_claudia_detected_activity;Detected activity;;handy-claudia;not_loaded;
sensor.handy_claudia_diastolic_blood_pressure;Diastolic blood pressure;;handy-claudia;not_loaded;
sensor.handy_claudia_do_not_disturb_sensor;Do Not Disturb sensor;;handy-claudia;not_loaded;
sensor.handy_claudia_external_storage;External storage;;handy-claudia;not_loaded;
sensor.handy_claudia_geocoded_location;Geocoded location;;handy-claudia;not_loaded;
sensor.handy_claudia_heart_rate;Heart rate;;handy-claudia;not_loaded;
sensor.handy_claudia_heart_rate_variability;Heart rate variability;;handy-claudia;not_loaded;
sensor.handy_claudia_height;Height;;handy-claudia;not_loaded;
sensor.handy_claudia_internal_storage;Internal storage;;handy-claudia;not_loaded;
sensor.handy_claudia_ipv6_addresses;IPv6 addresses;;handy-claudia;not_loaded;
sensor.handy_claudia_last_reboot;Last reboot;;handy-claudia;not_loaded;
sensor.handy_claudia_last_used_app;Last used app;;handy-claudia;not_loaded;
sensor.handy_claudia_lean_body_mass;Lean body mass;;handy-claudia;not_loaded;
sensor.handy_claudia_light_sensor;Light sensor;;handy-claudia;not_loaded;
sensor.handy_claudia_media_session;Media session;;handy-claudia;not_loaded;
sensor.handy_claudia_mobile_rx_gb;Mobile Rx GB;;handy-claudia;not_loaded;
sensor.handy_claudia_mobile_tx_gb;Mobile Tx GB;;handy-claudia;not_loaded;
sensor.handy_claudia_network_type;Network type;;handy-claudia;not_loaded;
sensor.handy_claudia_next_alarm;Next alarm;;handy-claudia;not_loaded;
sensor.handy_claudia_os_version;OS version;;handy-claudia;not_loaded;
sensor.handy_claudia_oxygen_saturation;Oxygen saturation;;handy-claudia;not_loaded;
sensor.handy_claudia_phone_state;Phone state;;handy-claudia;not_loaded;
sensor.handy_claudia_proximity_sensor;Proximity sensor;;handy-claudia;not_loaded;
sensor.handy_claudia_public_ip_address;Public IP address;;handy-claudia;not_loaded;
sensor.handy_claudia_remaining_charge_time;Remaining charge time;;handy-claudia;not_loaded;
sensor.handy_claudia_respiratory_rate;Respiratory rate;;handy-claudia;not_loaded;
sensor.handy_claudia_resting_heart_rate;Resting heart rate;;handy-claudia;not_loaded;
sensor.handy_claudia_ringer_mode;Ringer mode;;handy-claudia;not_loaded;
sensor.handy_claudia_screen_brightness;Screen brightness;;handy-claudia;not_loaded;
sensor.handy_claudia_screen_off_timeout;Screen off timeout;;handy-claudia;not_loaded;
sensor.handy_claudia_screen_orientation;Screen orientation;;handy-claudia;not_loaded;
sensor.handy_claudia_screen_rotation;Screen rotation;;handy-claudia;not_loaded;
sensor.handy_claudia_security_patch;Security patch;;handy-claudia;not_loaded;
sensor.handy_claudia_signal_strength_sim_1;Signal strength (SIM 1);;handy-claudia;not_loaded;
sensor.handy_claudia_signal_strength_sim_2;Signal strength (SIM 2);;handy-claudia;not_loaded;
sensor.handy_claudia_sim_1;SIM 1;;handy-claudia;not_loaded;
sensor.handy_claudia_sim_2;SIM 2;;handy-claudia;not_loaded;
sensor.handy_claudia_sleep_confidence;Sleep confidence;;handy-claudia;not_loaded;
sensor.handy_claudia_sleep_duration;Sleep duration;;handy-claudia;not_loaded;
sensor.handy_claudia_sleep_segment;Sleep segment;;handy-claudia;not_loaded;
sensor.handy_claudia_steps_sensor;Steps sensor;;handy-claudia;not_loaded;
sensor.handy_claudia_systolic_blood_pressure;Systolic blood pressure;;handy-claudia;not_loaded;
sensor.handy_claudia_total_calories_burned;Total calories burned;;handy-claudia;not_loaded;
sensor.handy_claudia_total_rx_gb;Total Rx GB;;handy-claudia;not_loaded;
sensor.handy_claudia_total_tx_gb;Total Tx GB;;handy-claudia;not_loaded;
sensor.handy_claudia_vo2_max;VO2 max;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_accessibility;Volume level accessibility;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_alarm;Volume level alarm;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_call;Volume level call;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_dtmf;Volume level DTMF;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_music;Volume level music;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_notification;Volume level notification;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_ringer;Volume level ringer;;handy-claudia;not_loaded;
sensor.handy_claudia_volume_level_system;Volume level system;;handy-claudia;not_loaded;
sensor.handy_claudia_weight;Weight;;handy-claudia;not_loaded;
sensor.handy_claudia_wi_fi_bssid;Wi-Fi BSSID;;handy-claudia;not_loaded;
sensor.handy_claudia_wi_fi_connection;Wi-Fi connection;;handy-claudia;not_loaded;
sensor.handy_claudia_wi_fi_frequency;Wi-Fi frequency;;handy-claudia;not_loaded;
sensor.handy_claudia_wi_fi_ip_address;Wi-Fi IP address;;handy-claudia;not_loaded;
sensor.handy_claudia_wi_fi_link_speed;Wi-Fi link speed;;handy-claudia;not_loaded;
sensor.handy_claudia_wi_fi_signal_strength;Wi-Fi signal strength;;handy-claudia;not_loaded;
sensor.handy_sven_accent_color;Accent color;;Handy-Sven;not_loaded;
sensor.handy_sven_active_calories_burned;Active calories burned;;Handy-Sven;not_loaded;
sensor.handy_sven_app_importance;App importance;;Handy-Sven;not_loaded;
sensor.handy_sven_app_memory;App memory;;Handy-Sven;not_loaded;
sensor.handy_sven_app_rx_gb;App Rx GB;;Handy-Sven;not_loaded;
sensor.handy_sven_app_standby_bucket;App standby bucket;;Handy-Sven;not_loaded;
sensor.handy_sven_app_tx_gb;App Tx GB;;Handy-Sven;not_loaded;
sensor.handy_sven_audio_mode;Audio mode;;Handy-Sven;not_loaded;
sensor.handy_sven_basal_body_temperature;Basal body temperature;;Handy-Sven;not_loaded;
sensor.handy_sven_basal_metabolic_rate;Basal metabolic rate;;Handy-Sven;not_loaded;
sensor.handy_sven_battery_cycle_count;Battery cycle count;;Handy-Sven;not_loaded;
sensor.handy_sven_battery_health;Battery health;;Handy-Sven;not_loaded;
sensor.handy_sven_battery_level;Handy-Sven Battery level;;Handy-Sven;100;%
sensor.handy_sven_battery_power;Battery power;;Handy-Sven;not_loaded;
sensor.handy_sven_battery_state;Handy-Sven Battery state;;Handy-Sven;discharging;
sensor.handy_sven_battery_temperature;Battery temperature;;Handy-Sven;not_loaded;
sensor.handy_sven_beacon_monitor;Beacon monitor;;Handy-Sven;not_loaded;
sensor.handy_sven_ble_transmitter;BLE transmitter;;Handy-Sven;not_loaded;
sensor.handy_sven_blood_glucose;Blood glucose;;Handy-Sven;not_loaded;
sensor.handy_sven_bluetooth_connection;Bluetooth connection;;Handy-Sven;not_loaded;
sensor.handy_sven_body_fat;Body fat;;Handy-Sven;not_loaded;
sensor.handy_sven_body_temperature;Body temperature;;Handy-Sven;not_loaded;
sensor.handy_sven_body_water_mass;Body water mass;;Handy-Sven;not_loaded;
sensor.handy_sven_bone_mass;Bone mass;;Handy-Sven;not_loaded;
sensor.handy_sven_car_battery;Car battery;;Handy-Sven;not_loaded;
sensor.handy_sven_car_charging_status;Car charging status;;Handy-Sven;not_loaded;
sensor.handy_sven_car_ev_connector_type;Car EV connector type;;Handy-Sven;not_loaded;
sensor.handy_sven_car_fuel;Car fuel;;Handy-Sven;not_loaded;
sensor.handy_sven_car_fuel_type;Car fuel type;;Handy-Sven;not_loaded;
sensor.handy_sven_car_name;Car name;;Handy-Sven;not_loaded;
sensor.handy_sven_car_odometer;Car odometer;;Handy-Sven;not_loaded;
sensor.handy_sven_car_range_remaining;Car range remaining;;Handy-Sven;not_loaded;
sensor.handy_sven_car_speed;Car speed;;Handy-Sven;not_loaded;
sensor.handy_sven_charger_type;Handy-Sven Charger type;;Handy-Sven;none;
sensor.handy_sven_current_time_zone;Current time zone;;Handy-Sven;not_loaded;
sensor.handy_sven_current_version;Current version;;Handy-Sven;not_loaded;
sensor.handy_sven_daily_distance;Daily distance;;Handy-Sven;not_loaded;
sensor.handy_sven_daily_elevation_gained;Daily elevation gained;;Handy-Sven;not_loaded;
sensor.handy_sven_daily_floors;Daily floors;;Handy-Sven;not_loaded;
sensor.handy_sven_daily_hydration;Daily hydration;;Handy-Sven;not_loaded;
sensor.handy_sven_daily_steps;Daily steps;;Handy-Sven;not_loaded;
sensor.handy_sven_data_network_type_sim_1;Data network type (SIM 1);;Handy-Sven;not_loaded;
sensor.handy_sven_data_network_type_sim_2;Data network type (SIM 2);;Handy-Sven;not_loaded;
sensor.handy_sven_detected_activity;Detected activity;;Handy-Sven;not_loaded;
sensor.handy_sven_diastolic_blood_pressure;Diastolic blood pressure;;Handy-Sven;not_loaded;
sensor.handy_sven_do_not_disturb_sensor;Do Not Disturb sensor;;Handy-Sven;not_loaded;
sensor.handy_sven_external_storage;External storage;;Handy-Sven;not_loaded;
sensor.handy_sven_geocoded_location;Geocoded location;;Handy-Sven;not_loaded;
sensor.handy_sven_heart_rate;Heart rate;;Handy-Sven;not_loaded;
sensor.handy_sven_heart_rate_variability;Heart rate variability;;Handy-Sven;not_loaded;
sensor.handy_sven_height;Height;;Handy-Sven;not_loaded;
sensor.handy_sven_internal_storage;Internal storage;;Handy-Sven;not_loaded;
sensor.handy_sven_ipv6_addresses;IPv6 addresses;;Handy-Sven;not_loaded;
sensor.handy_sven_last_reboot;Last reboot;;Handy-Sven;not_loaded;
sensor.handy_sven_last_used_app;Last used app;;Handy-Sven;not_loaded;
sensor.handy_sven_lean_body_mass;Lean body mass;;Handy-Sven;not_loaded;
sensor.handy_sven_light_sensor;Light sensor;;Handy-Sven;not_loaded;
sensor.handy_sven_media_session;Media session;;Handy-Sven;not_loaded;
sensor.handy_sven_mobile_rx_gb;Mobile Rx GB;;Handy-Sven;not_loaded;
sensor.handy_sven_mobile_tx_gb;Mobile Tx GB;;Handy-Sven;not_loaded;
sensor.handy_sven_network_type;Network type;;Handy-Sven;not_loaded;
sensor.handy_sven_next_alarm;Next alarm;;Handy-Sven;not_loaded;
sensor.handy_sven_os_version;OS version;;Handy-Sven;not_loaded;
sensor.handy_sven_oxygen_saturation;Oxygen saturation;;Handy-Sven;not_loaded;
sensor.handy_sven_phone_state;Phone state;;Handy-Sven;not_loaded;
sensor.handy_sven_pressure_sensor;Pressure sensor;;Handy-Sven;not_loaded;
sensor.handy_sven_proximity_sensor;Proximity sensor;;Handy-Sven;not_loaded;
sensor.handy_sven_public_ip_address;Public IP address;;Handy-Sven;not_loaded;
sensor.handy_sven_remaining_charge_time;Remaining charge time;;Handy-Sven;not_loaded;
sensor.handy_sven_respiratory_rate;Respiratory rate;;Handy-Sven;not_loaded;
sensor.handy_sven_resting_heart_rate;Resting heart rate;;Handy-Sven;not_loaded;
sensor.handy_sven_ringer_mode;Ringer mode;;Handy-Sven;not_loaded;
sensor.handy_sven_screen_brightness;Screen brightness;;Handy-Sven;not_loaded;
sensor.handy_sven_screen_off_timeout;Screen off timeout;;Handy-Sven;not_loaded;
sensor.handy_sven_screen_orientation;Screen orientation;;Handy-Sven;not_loaded;
sensor.handy_sven_screen_rotation;Screen rotation;;Handy-Sven;not_loaded;
sensor.handy_sven_security_patch;Security patch;;Handy-Sven;not_loaded;
sensor.handy_sven_signal_strength_sim_1;Signal strength (SIM 1);;Handy-Sven;not_loaded;
sensor.handy_sven_signal_strength_sim_2;Signal strength (SIM 2);;Handy-Sven;not_loaded;
sensor.handy_sven_sim_1;SIM 1;;Handy-Sven;not_loaded;
sensor.handy_sven_sim_2;SIM 2;;Handy-Sven;not_loaded;
sensor.handy_sven_sleep_confidence;Sleep confidence;;Handy-Sven;not_loaded;
sensor.handy_sven_sleep_duration;Sleep duration;;Handy-Sven;not_loaded;
sensor.handy_sven_sleep_segment;Sleep segment;;Handy-Sven;not_loaded;
sensor.handy_sven_steps_sensor;Steps sensor;;Handy-Sven;not_loaded;
